country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Lebanon,LBN,13/02/2022,5035228,2465838,2083064,2582,11175,74.38,36.43,30.77,1651,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Libya,LBY,13/02/2022,3198389,2101417,1049306,,10531,45.96,30.2,15.08,1513,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Liechtenstein,LIE,13/02/2022,69939,26695,26238,0,67,182.83,69.78,68.59,1751,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL
Lithuania,LTU,13/02/2022,4438329,1944782,1866838,74,1367,165,72.3,69.4,508,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/
Macao,MAC,13/02/2022,1060471,512878,482131,,2165,161.07,77.9,73.23,3288,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Macao,https://www.ssm.gov.mo/docs/19164/19164_0bb6414667e045ef97326255efd0ce33_000_.pdf
Malawi,MWI,13/02/2022,,,,,1329,,,,68,"Johnson&Johnson, Oxford/AstraZeneca",Ministry of Health,https://twitter.com/health_malawi/status/1493270099826036740
Malaysia,MYS,13/02/2022,65052689,26258753,25732865,120042,150445,198.48,80.12,78.51,4590,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Malaysia,https://github.com/MoH-Malaysia/covid19-public
Maldives,MDV,13/02/2022,877141,397956,370515,2011,2541,161.35,73.2,68.16,4674,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1493994635907108867
Mali,MLI,13/02/2022,,,,,,,,,,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Malta,MLT,13/02/2022,1231182,467717,459278,740,1236,238.55,90.63,88.99,2395,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Mauritania,MRT,13/02/2022,,,,,3015,,,,631,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Mexico,MEX,13/02/2022,172480864,84097727,77924179,434541,407567,132.41,64.56,59.82,3129,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/703736/2022.02.16_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Moldova,MDA,13/02/2022,1999290,,1022409,2365,5102,49.68,,25.41,1268,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md/
Mongolia,MNG,13/02/2022,5455980,2270372,2171612,,848,163.88,68.19,65.23,255,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/
Montenegro,MNE,13/02/2022,659519,287879,279147,222,367,105.01,45.84,44.45,584,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Morocco,MAR,13/02/2022,53027113,24800057,23234829,,60436,141.99,66.41,62.22,1618,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Nepal,NPL,13/02/2022,35546280,18261165,16525155,,225146,119.79,61.54,55.69,7587,"Covaxin, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
New Caledonia,NCL,13/02/2022,,,,,149,,,,517,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
New Zealand,NZL,13/02/2022,,,,,52857,,,,10311,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data
Nicaragua,NIC,13/02/2022,,,,,21946,,,,3274,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
North Macedonia,MKD,13/02/2022,1818058,850807,831524,,935,87.29,40.85,39.93,449,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Government of North Macedonia,https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/
Northern Ireland,OWID_NIR,13/02/2022,3697878,1417450,1318333,1404,2058,195.04,74.76,69.53,1085,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Norway,NOR,13/02/2022,11168570,4324898,4011026,150,9282,204.34,79.13,73.39,1698,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data
Pakistan,PAK,13/02/2022,200887927,119150808,92565125,,2129767,89.2,52.91,41.1,9457,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php
Panama,PAN,13/02/2022,6754240,3172883,2523188,9171,13541,154.15,72.41,57.59,3090,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://vacunas.panamasolidario.gob.pa/vacunometro
Papua New Guinea,PNG,13/02/2022,,,,,676,,,,74,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Peru,PER,13/02/2022,57208072,25205061,23145661,57797,92198,171.49,75.56,69.38,2764,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion
Philippines,PHL,13/02/2022,,,,,384193,,,,3460,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker
Poland,POL,13/02/2022,52691015,22449048,21998598,9391,68724,139.41,59.39,58.2,1818,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,13/02/2022,22385921,,9284712,61371,55501,220.16,,91.31,5458,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,13/02/2022,6084258,,,12420,16096,207.62,,,5493,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx
Romania,ROU,13/02/2022,16585057,,8023581,4845,9484,86.71,,41.95,496,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Russia,RUS,13/02/2022,157847689,77942040,70976666,190484,300629,108.18,53.42,48.64,2060,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saint Lucia,LCA,13/02/2022,109044,57428,51616,30,74,59.13,31.14,27.99,401,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.covid19response.lc/
Samoa,WSM,13/02/2022,,,,,401,,,,2004,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Saudi Arabia,SAU,13/02/2022,59508036,25771538,23938736,145639,134610,168.38,72.92,67.74,3809,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.moh.gov.sa/
Scotland,OWID_SCT,13/02/2022,11923771,4428021,4143511,4982,6294,218.14,81.01,75.81,1151,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Serbia,SRB,13/02/2022,8443658,3340114,3255177,,2834,122.88,48.61,47.37,412,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/
Slovakia,SVK,13/02/2022,6995468,2815123,2726269,,772,128.37,51.66,50.03,142,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data/raw/main/Vaccination/OpenData_Slovakia_Vaccination_AgeGroup_District.csv
Slovenia,SVN,13/02/2022,2947431,1262821,1215853,50,1896,141.79,60.75,58.49,912,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats
South Africa,ZAF,13/02/2022,31008948,20396644,17356411,16369,117029,51.65,33.97,28.91,1949,"Johnson&Johnson, Pfizer/BioNTech",Ministry of Health,https://sacoronavirus.co.za/latest-vaccine-statistics/
South Korea,KOR,13/02/2022,116890843,44738730,44227362,9878,197928,227.83,87.2,86.2,3858,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/
Spain,ESP,13/02/2022,91571654,41002352,38382155,,89754,195.9,87.71,82.11,1920,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
Sri Lanka,LKA,13/02/2022,36979120,16812378,14037768,6140,56803,172.02,78.21,65.3,2642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,http://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-02_15.pdf
Suriname,SUR,13/02/2022,499912,265523,234389,162,147,84.47,44.87,39.61,248,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/
Sweden,SWE,13/02/2022,,,,,36618,,,,3604,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,13/02/2022,15481667,6073442,5952055,2054,10858,177.63,69.69,68.29,1246,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Taiwan,TWN,13/02/2022,43949438,19215321,17651385,,235037,184.24,80.55,73.99,9853,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Thailand,THA,13/02/2022,120144832,52806583,49204249,63354,267524,171.76,75.49,70.34,3824,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/
Timor,TLS,13/02/2022,,,,,702,,,,522,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Trinidad and Tobago,TTO,13/02/2022,1503434,738037,697764,1140,1531,107.13,52.59,49.72,1091,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
Tunisia,TUN,13/02/2022,12874885,7119310,6289682,7287,8363,107.87,59.65,52.7,701,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.facebook.com/santetunisie.rns.tn/posts/317518233751979
Turkey,TUR,13/02/2022,144007120,57564527,52623391,66184,156725,169.34,67.69,61.88,1843,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Ukraine,UKR,13/02/2022,31126896,15577692,14978894,18938,58327,71.61,35.84,34.46,1342,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
United Arab Emirates,ARE,13/02/2022,23849814,,9405811,34499,22019,238.71,,94.14,2204,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,13/02/2022,139059236,52514094,48758907,40117,67718,203.88,76.99,71.49,993,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
United States,USA,13/02/2022,548155226,252339304,213369812,134358,405192,165.1,76,64.27,1220,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2
Uruguay,URY,13/02/2022,7536995,2948550,2701201,0,7273,216.26,84.6,77.51,2087,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/
Vietnam,VNM,13/02/2022,186001127,79216176,76182386,269993,471957,189.47,80.69,77.6,4808,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://luatvietnam.vn/y-te/bao-cao-191-bc-byt-2022-tinh-hinh-dich-va-cong-tac-phong-chong-dich-covid-19-ngay-14-02-2022-216856-d6.html
Wales,OWID_WLS,13/02/2022,6812386,2516661,2377764,2459,3125,214.9,79.39,75.01,986,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Yemen,YEM,13/02/2022,768104,610183,368448,,1669,2.52,2,1.21,55,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/
Albania,ALB,12/02/2022,,,,,4008,,,,1395,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2665804-vaksinime/
Anguilla,AIA,12/02/2022,,,,,20,,,,1322,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Argentina,ARG,12/02/2022,90742298,40021069,35425902,265541,246655,198.97,87.75,77.68,5408,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.argentina.gob.ar/coronavirus/vacuna/aplicadas
Armenia,ARM,12/02/2022,,,,,4823,,,,1625,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://www.moh.am/#1/4846
Aruba,ABW,12/02/2022,,,,,60,,,,560,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Australia,AUS,12/02/2022,52258992,21906946,20360127,108299,175876,202.65,84.95,78.95,6820,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/
Azerbaijan,AZE,12/02/2022,12434328,5264564,4762493,43692,35436,121.63,51.5,46.58,3466,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Government of Azerbaijan,https://koronavirusinfo.az/storage/app/9sWKkwHJeU9OdgY7G2YVU8Ux0MmAsUuc5WuhqRpD.pdf
Bahamas,BHS,12/02/2022,,,,,325,,,,819,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Barbados,BRB,12/02/2022,307808,159464,148344,126,162,106.99,55.43,51.56,563,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/moh.barbados/posts/313551277477747
Belgium,BEL,12/02/2022,24579889,9190688,8985117,51244,30639,211.31,79.01,77.24,2634,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Bhutan,BTN,12/02/2022,,,,,6604,,,,8468,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Bolivia,BOL,12/02/2022,12241801,6823067,5450039,21243,29535,103.46,57.66,46.06,2496,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via https://www.boligrafica.com/,https://github.com/dquintani/vacunacion/
Brazil,BRA,12/02/2022,377626315,174117725,152194707,812577,1293421,176.47,81.37,71.12,6044,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Bulgaria,BGR,12/02/2022,4244454,,2026808,2000,5741,61.54,,29.39,832,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Cambodia,KHM,12/02/2022,33727088,14375602,13796153,66765,53567,199.02,84.83,81.41,3161,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://www.facebook.com/MinistryofHealthofCambodia/posts/316017637221673
Canada,CAN,12/02/2022,,,,,126507,,,,3323,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Chile,CHL,12/02/2022,47402795,17698856,17085123,5457,60561,246.73,92.12,88.93,3152,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19
China,CHN,12/02/2022,3042376000,,,5669000,5385000,210.66,,,3729,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202202/6564cf2132254ab0b1ec82d94e33a4f3.shtml
Colombia,COL,12/02/2022,74766645,40907085,32747871,204736,233816,145.84,79.79,63.88,4561,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4
Comoros,COM,12/02/2022,,,,,0,,,,0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Cook Islands,COK,12/02/2022,,,,,6,,,,341,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Costa Rica,CRI,12/02/2022,,,,,19236,,,,3743,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Croatia,HRV,12/02/2022,5159879,2301794,2219145,3323,3874,126.42,56.39,54.37,949,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Cuba,CUB,12/02/2022,34735729,10591632,9858081,23123,26316,306.92,93.59,87.1,2325,"Abdala, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Curacao,CUW,12/02/2022,242714,106324,97903,200,152,147.28,64.52,59.41,922,"Moderna, Pfizer/BioNTech",Government of Curacao,https://bakuna.cw/
Cyprus,CYP,12/02/2022,,,,,2432,,,,2714,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Czechia,CZE,12/02/2022,17265757,6935134,6819628,2850,13280,160.99,64.67,63.59,1238,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,12/02/2022,13147149,4845073,4738800,2620,3935,226.16,83.34,81.52,677,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata
Dominica,DMA,12/02/2022,,,,,27,,,,374,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Dominican Republic,DOM,12/02/2022,15058124,7022543,5838761,7487,17764,137.47,64.11,53.3,1622,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Public Health,https://vacunate.gob.do/
Ecuador,ECU,12/02/2022,30829086,14715524,13432666,39275,68865,172.34,82.26,75.09,3850,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
El Salvador,SLV,12/02/2022,,,,,7819,,,,1200,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/
England,OWID_ENG,12/02/2022,116593929,44146115,40908252,70975,56772,206.18,78.07,72.34,1004,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Estonia,EST,12/02/2022,1939260,856043,834770,605,1288,146.34,64.6,62.99,972,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
Eswatini,SWZ,12/02/2022,486162,378854,336066,,949,41.47,32.32,28.67,809,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Ethiopia,ETH,12/02/2022,,,,,8528,,,,72,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/FMoHealth/status/1494035503578034176
Faeroe Islands,FRO,12/02/2022,,,,,28,,,,571,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Fiji,FJI,12/02/2022,,,,,315,,,,349,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Finland,FIN,12/02/2022,11355567,4464374,4204677,14950,19623,204.67,80.46,75.78,3537,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov
France,FRA,12/02/2022,139310260,53912119,52009080,172617,188503,206.62,79.96,77.14,2796,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
French Polynesia,PYF,12/02/2022,,,,,210,,,,743,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Georgia,GEO,12/02/2022,2774755,1541389,1233366,,3504,69.72,38.73,30.99,880,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/
Germany,DEU,12/02/2022,168070829,63295689,62235236,100408,190597,200.32,75.44,74.18,2272,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,12/02/2022,,,,,83,,,,2464,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1493958047420620808
Greece,GRC,12/02/2022,19609530,7819508,7411380,41451,34739,189.09,75.4,71.46,3350,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greenland,GRL,12/02/2022,,,,,13,,,,229,Moderna,Government of Greenland,https://corona.nun.gl
Guatemala,GTM,12/02/2022,14055883,7072119,5467432,24119,48090,77.02,38.75,29.96,2635,"Moderna, Oxford/AstraZeneca",Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guernsey,GGY,12/02/2022,,,,,87,,,,1373,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats
Guinea-Bissau,GNB,12/02/2022,,,,,9511,,,,4719,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Hong Kong,HKG,12/02/2022,11789984,5601776,4980107,73442,76068,156.1,74.17,65.94,10071,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age
Hungary,HUN,12/02/2022,,,,,9358,,,,971,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-385-ezer-beoltott-8578-az-uj-fertozott-es-elhunyt-115-beteg
Iceland,ISL,12/02/2022,,,,,1013,,,,2747,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,12/02/2022,1723371281,957047881,750185166,3198018,4313445,123.68,68.68,53.84,3096,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
Indonesia,IDN,12/02/2022,,188060706,135209233,,1283610,,68.05,48.92,4645,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Indonesia,https://data.covid19.go.id/public/index.html
